Season,Team,QB_QBR,QB_WinPct,QB_Wins,RB_RBR,QB_Salary,RB_Salary,W,W_PCT,Playoffs
2023,Ravens,64.8082995951417,0.7647058823529411,12.235294117647058,0.16601862463876924,,,,,
2023,Saints,55.6490756302521,0.5294117647058824,9.0,0.5505634439506399,,,,,
2023,Seahawks,58.26452173913043,0.5294117647058824,7.176470588235294,0.2253766706036528,,,,,
2023,Steelers,42.8849504950495,0.5882352941176471,5.470588235294118,0.29782180243479806,,,,,
2023,Texans,54.43705583756344,0.5882352941176471,8.058823529411764,0.31254134439870884,,,,,
2023,Titans,34.529591836734696,0.35294117647058826,3.0,0.2817192202210016,,,,,
2023,Vikings,43.64888888888889,0.4117647058823529,2.4705882352941178,0.48078161344961523,,,,,
2024,49ers,60.213157894736845,0.35294117647058826,5.294117647058823,0.4665072491087474,,,,,
2024,Bears,43.31524822695035,0.29411764705882354,5.0,0.2535456785018284,,,,,
2024,Bengals,72.1,0.5294117647058824,9.0,0.1669451760605349,,,,,
2024,Bills,72.63000000000001,0.7647058823529411,13.0,0.17996936666232843,,,,,
2024,Broncos,53.5,0.5882352941176471,10.0,0.4782976375512399,,,,,
2024,Browns,34.15158850226929,0.17647058823529413,1.2352941176470589,0.40238664118717415,,,,,
2024,Buccaneers,58.45183887915937,0.5882352941176471,10.0,0.19874660932066196,,,,,
2024,Cardinals,63.16832412523021,0.47058823529411764,8.0,0.29775592450146904,,,,,
2024,Chargers,61.144990176817295,0.6470588235294118,11.0,0.4479230403075946,,,,,
2024,Chiefs,63.20666666666666,0.8823529411764706,14.117647058823529,0.49755374757087467,,,,,
2024,Colts,48.659375,0.47058823529411764,4.588235294117647,0.10302145639681973,,,,,
2024,Commanders,69.2618320610687,0.7058823529411765,12.0,0.48245596030758003,,,,,
2024,Cowboys,39.47874015748032,0.4117647058823529,3.2941176470588234,0.33833849102560526,,,,,
2024,Dolphins,45.98595600676819,0.47058823529411764,4.470588235294118,0.5705343914186137,,,,,
2024,Eagles,63.79508928571429,0.8235294117647058,10.705882352941176,0.2698066223052772,,,,,
2024,Falcons,47.11290322580645,0.47058823529411764,5.9411764705882355,0.3079211356953621,,,,,
2024,Giants,40.672881355932205,0.17647058823529413,1.4705882352941178,0.48270327969932325,,,,,
2024,Jaguars,46.74285714285714,0.23529411764705882,2.0,0.5263181576922826,,,,,
2024,Jets,46.52607260726073,0.29411764705882354,5.0,0.17130943582687816,,,,,
2024,Lions,64.97135036496351,0.8823529411764706,15.0,0.41752436374524815,,,,,
2024,Packers,67.54008350730689,0.6470588235294118,8.176470588235293,0.15637578889227427,,,,,
2024,Panthers,51.082352941176474,0.29411764705882354,3.1176470588235294,0.11363477661545505,,,,,
2024,Patriots,51.813446969696976,0.23529411764705882,2.411764705882353,0.6565212246339911,,,,,
2024,Raiders,37.91561514195583,0.23529411764705882,1.8823529411764706,0.5136825574984893,,,,,
2024,Rams,60.28028673835126,0.5882352941176471,9.411764705882353,0.2613826928529003,,,,,
2024,Ravens,74.425786163522,0.7058823529411765,12.0,0.13587175580673375,,,,,
2024,Saints,47.168131868131866,0.29411764705882354,2.9411764705882355,0.10568741826511324,,,,,
2024,Seahawks,49.276689189189185,0.5882352941176471,10.0,0.4696059666525499,,,,,
2024,Steelers,47.84156626506024,0.5882352941176471,5.294117647058823,0.16211104088000186,,,,,
2024,Texans,47.56619718309859,0.5882352941176471,10.0,0.4477118711095437,,,,,
2024,Titans,36.83705103969754,0.17647058823529413,1.7058823529411764,0.1834495092236124,,,,,
2024,Vikings,57.446983546617915,0.8235294117647058,14.0,0.3342039037149395,,,,,
2025,49ers,67.90942408376964,0.7058823529411765,6.0588235294117645,0.37680818160559015,,,,,
2025,Bears,58.07272727272727,0.6470588235294118,11.0,0.6184322199675324,,,,,
2025,Bengals,32.50984375,0.35294117647058826,2.7058823529411766,0.10100779609611944,,,,,
2025,Bills,66.87373737373737,0.7058823529411765,12.0,0.43208776319703895,,,,,
2025,Broncos,58.39999999999999,0.8235294117647058,14.0,0.544295992524917,,,,,
2025,Browns,17.556193895870734,0.29411764705882354,1.8235294117647058,0.11180851054045104,,,,,
2025,Buccaneers,59.66720430107527,0.47058823529411764,8.0,0.43716850486197223,,,,,
2025,Cardinals,42.88904320987654,0.17647058823529413,1.2941176470588236,0.3371582625422523,,,,,
2025,Chargers,56.75289982425307,0.6470588235294118,10.352941176470589,0.3345289585066744,,,,,
2025,Chiefs,60.8957191780822,0.35294117647058826,4.9411764705882355,0.37627251951917134,,,,,
2025,Colts,60.26825688073394,0.47058823529411764,6.117647058823529,0.06854898750699086,,,,,
2025,Commanders,48.83368869936035,0.29411764705882354,1.8823529411764706,0.4825638386975344,,,,,
2025,Cowboys,69.73076923076923,0.4117647058823529,7.0,0.06105673822748382,,,,,
2025,Dolphins,35.72719665271966,0.4117647058823529,5.117647058823529,0.12400402837902838,,,,,
2025,Eagles,53.14768611670021,0.6470588235294118,10.352941176470589,0.15888697104153696,,,,,
2025,Falcons,52.86165137614679,0.47058823529411764,3.9411764705882355,0.306690627506463,,,,,
2025,Giants,51.78893129770993,0.23529411764705882,2.823529411764706,0.405324039912108,,,,,
2025,Jaguars,58.646003552397865,0.7647058823529411,13.0,0.09448609466940566,,,,,
2025,Jets,33.55641547861507,0.17647058823529413,1.2941176470588236,0.33913476404753107,,,,,
2025,Lions,57.517586206896546,0.5294117647058824,9.0,0.38826004190670566,,,,,
2025,Packers,72.3519427402863,0.5294117647058824,7.9411764705882355,0.16269688698607093,,,,,
2025,Panthers,45.21417475728156,0.47058823529411764,7.529411764705882,0.16846555618294753,,,,,
2025,Patriots,77.10637450199204,0.8235294117647058,14.0,0.42352970647950444,,,,,
2025,Raiders,30.574368932038833,0.17647058823529413,1.8823529411764706,0.04690973381694424,,,,,
2025,Rams,71.1,0.7058823529411765,12.0,0.2509946178533067,,,,,
2025,Ravens,61.288598574821854,0.47058823529411764,4.823529411764706,0.1970680333116053,,,,,
2025,Saints,49.42003424657535,0.35294117647058826,3.1176470588235294,0.3597877867965368,,,,,
2025,Seahawks,55.98374999999999,0.8235294117647058,14.0,0.5850958864597817,,,,,
2025,Steelers,43.31672727272727,0.5882352941176471,9.411764705882353,0.49699058165630405,,,,,
2025,Texans,57.02783505154639,0.7058823529411765,7.9411764705882355,0.5358401726719395,,,,,
2025,Titans,31.978947368421053,0.17647058823529413,3.0,0.34520776546991655,,,,,
2025,Vikings,35.289026915113865,0.5294117647058824,4.235294117647059,0.49005822040278574,,,,,
